马年大吉,#group#
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
江西卫视,https://t.freetv.fun/live/jiang-xi-wei-shi-1.m3u8
天津卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225907/1.m3u8?fmt=ts2hls
天津卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.87:10516
天津卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.87:10516
天津卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.87:10516
天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-9.m3u8
黑龙江卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225911/1.m3u8?fmt=ts2hls
黑龙江卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.92:10546
黑龙江卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.92:10546
黑龙江卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.92:10546
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDUvaW5kZXgubTN1OA==
黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-8.php
辽宁卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225902/1.m3u8?fmt=ts2hls
辽宁卫视,http://111.56.121.176:80/050000001888/5000000188800000057/index.m3u8
辽宁卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.152:10930
辽宁卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.152:10930
辽宁卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.152:10930
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
辽宁卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
吉林卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226332/1.m3u8?fmt=ts2hls
吉林卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.105:11608
吉林卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.105:11608
吉林卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.105:11608
吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi.m3u8
吉林卫视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8
吉林卫视,http://43.156.8.127:5050/ysp?id=2025561503&pid=600190405&q=fhd
安徽卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225901/1.m3u8?fmt=ts2hls
安徽卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.88:10522
安徽卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.88:10522
安徽卫视,http://39.165.39.49:19901/tsfile/live/1134_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225900/1.m3u8?fmt=ts2hls
河北卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.106:11614
河北卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.106:11614
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
陕西卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226347/1.m3u8?fmt=ts2hls
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
内蒙古卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226343/1.m3u8?fmt=ts2hls
内蒙古卫视,http://43.156.8.127:5050/ysp?id=2025561203&pid=600190401&q=fhd
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
内蒙古卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.38:10222
内蒙古卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.38:10222
内蒙古卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.38:10222
内蒙古新闻综合,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225875/1.m3u8?fmt=ts2hls
内蒙古经济生活,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225879/1.m3u8?fmt=ts2hls
内蒙古农牧频道,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225878/1.m3u8?fmt=ts2hls
内蒙古文体娱乐,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225877/1.m3u8?fmt=ts2hls
呼和浩特新闻综合,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225814/1.m3u8?fmt=ts2hls
呼和浩特新闻综合,http://play1-qk.nmtv.cn/live/1735545967595013.m3u8
呼和浩特影视娱乐,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225815/1.m3u8?fmt=ts2hls
包头新闻综合,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
呼伦贝尔新闻综合,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8
兴安新闻综合,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
通辽新闻综合,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8
赤峰新闻综合,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
乌兰察布新闻综合,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
鄂尔多斯新闻综合,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
巴彦淖尔新闻综合,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
乌海新闻综合,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8
阿拉善新闻综合,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8
锡林郭勒盟一套,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
甘肃卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226337/1.m3u8?fmt=ts2hls
甘肃卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.44:10258
甘肃卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.44:10258
甘肃卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.44:10258
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi.php
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-3.m3u8
甘肃卫视,http://gslbserv.itv.cmvideo.cn/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3
山西卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226326/1.m3u8?fmt=ts2hls
山西卫视,http://iptv.4666888.xyz/iptv2A.php?id=16
山西卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.37:10216
山西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.37:10216
山西卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.37:10216
山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-3-2.m3u8
云南卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226339/1.m3u8?fmt=ts2hls
云南卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.76:11596
云南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.76:11596
云南卫视,http://43.156.8.127:5050/ysp?id=2025561303&pid=600190402&q=fhd
深圳卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225910/1.m3u8?fmt=ts2hls
深圳卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.91:10540
深圳卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.91:10540
深圳卫视,http://39.165.39.49:19901/tsfile/live/1141_1.m3u8?key=txiptv&playlive=0&authid=0
深圳都市,http://nn.7x9d.cn/深圳最新.php?id=szds
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqing
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安多卫视,https://t.freetv.fun/live/an-duo-wei-shi.m3u8
安多卫视,https://t.freetv.fun/live/an-duo-wei-shi-1.m3u8
三沙卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.225:11464
三沙卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.225:11464
三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi.m3u8
三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-1.m3u8
三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-4.m3u8
三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-2.php
厦门卫视,http://111.56.121.176:80/050000001888/5000000188800000062/index.m3u8
厦门卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.96:10570
厦门卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.96:10570
厦门卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.96:10570
兵团卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226334/1.m3u8?fmt=ts2hls
兵团卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.98:10582
海峡卫视,http://r.jdshipin.com/WtYt3
宁夏卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226352/1.m3u8?fmt=ts2hls
宁夏卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.41:10240
宁夏卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.41:10240
宁夏卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.41:10240
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://111.56.121.176:80/050000001888/5000000188800000061/index.m3u8
青海卫视,http://iptv.4666888.xyz/iptv2A.php?id=17
青海卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.39:10228
青海卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.39:10228
青海卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.39:10228
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
新疆卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226348/1.m3u8?fmt=ts2hls
新疆卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.43:10252
新疆卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.43:10252
西藏卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226330/1.m3u8?fmt=ts2hls
西藏卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.42:10246
西藏卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.42:10246
山东教育卫视,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225773/1.m3u8?fmt=ts2hls
都市剧场,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.48:5140

-----------------------------------------------------------------------------------
cdtv1,http://wan1.tangwudi.cc:47859/udp/239.94.0.154:5140
cdtv1,http://nas.201606.xyz:4022/rtp/239.10.0.11:5140
cdtv1,http://183.220.107.138:4022/rtp/239.10.0.11:5140
cdtv1,http://183.220.20.17:4321/rtp/239.10.0.11:5140
cdtv2,http://wan1.tangwudi.cc:47859/udp/239.94.0.155:5140
cdtv2,http://nas.201606.xyz:4022/rtp/239.10.0.12:5140
cdtv2,http://183.220.107.138:4022/rtp/239.10.0.12:5140
cdtv2,http://183.220.20.17:4321/rtp/239.10.0.12:5140
cdtv3,http://wan1.tangwudi.cc:47859/udp/239.94.0.156:5140
cdtv3,http://nas.201606.xyz:4022/rtp/239.10.0.13:5140
cdtv3,http://183.220.107.138:4022/rtp/239.10.0.13:5140
cdtv3,http://183.220.20.17:4321/rtp/239.10.0.13:5140
cdtv4://wan1.tangwudi.cc:47859/udp/239.94.0.157:5140
cdtv4,http://nas.201606.xyz:4022/rtp/239.10.0.14:5140
cdtv4,http://183.220.107.138:4022/rtp/239.10.0.14:5140
cdtv4,http://183.220.20.17:4321/rtp/239.10.0.14:5140
cdtv5,http://wan1.tangwudi.cc:47859/udp/239.94.0.158:5140
cdtv5,http://nas.201606.xyz:4022/rtp/239.10.0.15:5140
cdtv5,http://183.220.107.138:4022/rtp/239.10.0.15:5140
cdtv5,http://183.220.20.17:4321/rtp/239.10.0.15:5140
cdtv6,http://wan1.tangwudi.cc:47859/udp/239.94.0.159:5140
cdtv6,http://nas.201606.xyz:4022/rtp/239.10.0.16:5140
cdtv6,http://183.220.107.138:4022/rtp/239.10.0.16:5140
cdtv6,http://183.220.20.17:4321/rtp/239.10.0.16:5140
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
安徽影视,https://t.freetv.fun/live/an-hui-ying-shi-2.m3u8
萧山电视台,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo.m3u8
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&fbl=
湖州公共频道,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;fbl=
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
海宁,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
常山,https://stream1.freetv.fun/2b5ebb6af6fd593a4a908adbc38c7c8d31cad28c9c4b1386c00a38d91ce176bc.m3u8
云和,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
普洱,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
易门综合,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8

🎵综艺,#genre#
八大娱乐,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUrjtaa4Sm6Zqst6X8-oz1Y7aDNpAfjzaMAqe_OTcTj_JEmkQ2hnIWzZTYOHOyNIgzFL9azndzyljm8AUG4pul_bDMDeQWJTXZ191drTc3T3MKWEg-9G-IXLsktixPMciYZfBr6KZ8j9fZTcAjOtIs6GipyQqjPWTyMqCFz9kS7BVQEdnb-6mx82_w7pbv3wblz9M4uDkSTjJUefdcoU3-hw.m3u8?u=1756878715
八大娱乐,https://live.catvod.com/live.php?token=815e29cc8c01a08e58b6bc1f59358054ad9a6f8a4f65ad2ebe535c7da196a77e&id=badaentertain
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
民視綜藝,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20217
豬哥亮歌廳秀,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20317
ELTA娱乐,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20303
ROCK综艺娱乐,http://pull-vivek.speedws.com/live/aaarock1.flv
娱乐扒叔轮播,http://8.155.43.98:35455/douyu/9624581
韩流美食料理秀,http://iptv.4666888.xyz/iptv2A.php?id=63
娱乐百分百,http://iptv.4666888.xyz/iptv2A.php?id=64
综艺大赢家,http://iptv.4666888.xyz/iptv2A.php?id=65
综艺大赢家,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20465


🪁儿童,#genre#
内蒙古少儿频道,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225874/1.m3u8?fmt=ts2hls
内蒙儿童秀场,http://111.56.121.176:80/050000001888/5000000188800000185/index.m3u8
金鹰卡通,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225686/1.m3u8?fmt=ts2hls
金鹰卡通,http://39.165.39.49:19901/tsfile/live/1156_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://zczb.aylzline.top:8899/rtp/225.1.2.83:10492
CCTV14,http://lysj.aylzline.top:8899/rtp/225.1.2.83:10492
CCTV14,http://111.56.121.176:80/050000001888/5000000188800000008/index.m3u8
CCTV14,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225916/1.m3u8?fmt=ts2hls
CCTV14,http://39.165.39.49:19901/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
卡酷少儿,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225687/1.m3u8?fmt=ts2hls
卡酷少儿,http://111.56.121.176:80/050000001888/5000000188800000055/index.m3u8
卡酷少儿,http://171.113.250.179:4022/rtp/239.69.1.193:10800
卡酷少儿,http://39.165.39.49:19901/tsfile/live/1158_1.m3u8?key=txiptv&playlive=0&authid=0
嘉佳卡通,http://111.56.121.176/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225968/1.m3u8?fmt=ts2hls
嘉佳卡通,http://39.165.39.49:19901/tsfile/live/1157_1.m3u8?key=txiptv&playlive=0&authid=0
嘉佳卡通,https://t.freetv.fun/live/jia-jia-qia-tong-1.php
动漫秀场,http://171.113.250.179:4022/rtp/239.69.2.6:11190
动漫秀场,http://gslbserv.itv.cmvideo.cn/5000000011000031113/1.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=3
梦工场动漫,http://iptv.4666888.xyz/iptv2A.php?id=40
梦工场动漫,https://iptv.xmtv.cc.cd/?id=40
靖洋卡通台,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20295
DuckTV儿童卡通,http://iptv.4666888.xyz/iptv2A.php?id=39
Astro酷哒哒,https://o11.163189.xyz/stream/live/test/
BesTV4K动画,http://223.167.125.208:4022/rtp/233.18.204.171:5140
BesTV4K动画,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.171:5140
广东少儿,http://120.198.84.146:9901/tsfile/live/1011_1.m3u8
广东少儿,http://171.38.107.34:8282/tsfile/live/1009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0


第二直播,#group#

📡其他,#genre#

辽宁影视,http://119.113.170.139:4000/rtp/232.0.0.97:8534
辽宁影视,http://124.93.62.165:4000/rtp/232.0.0.97:8534
辽宁影视,http://182.207.218.54:999/tsfile/live/1001_1.m3u8?key=txiptv
辽宁影视,http://fuxin.yunjifei.top:999/tsfile/live/1001_1.m3u8?key=txiptv
辽宁都市,http://fuxin.yunjifei.top:999/tsfile/live/1000_1.m3u8?key=txiptv
辽宁都市,http://119.113.170.139:4000/rtp/232.0.0.88:8890
辽宁都市,http://124.93.62.165:4000/rtp/232.0.0.88:8890
辽宁都市,http://182.207.218.54:999/tsfile/live/1000_1.m3u8?key=txiptv
辽宁生活,http://119.113.170.139:4000/rtp/232.0.0.96:8538
辽宁生活,http://124.93.62.165:4000/rtp/232.0.0.96:8538
辽宁生活,http://182.207.218.54:999/tsfile/live/1004_1.m3u8?key=txiptv
辽宁生活,http://fuxin.yunjifei.top:999/tsfile/live/1004_1.m3u8?key=txiptv
辽宁教育青少,http://119.113.170.139:4000/rtp/232.0.0.99:8536
辽宁教育青少,http://124.93.62.165:4000/rtp/232.0.0.99:8536
辽宁教育青少,http://182.207.218.54:999/tsfile/live/1005_1.m3u8?key=txiptv
辽宁教育青少,http://fuxin.yunjifei.top:999/tsfile/live/1005_1.m3u8?key=txiptv
辽宁北方,http://119.113.170.139:4000/rtp/232.0.0.55:8542
辽宁北方,http://124.93.62.165:4000/rtp/232.0.0.55:8542
辽宁北方,http://182.207.218.54:999/tsfile/live/1006_1.m3u8?key=txiptv
辽宁北方,http://fuxin.yunjifei.top:999/tsfile/live/1006_1.m3u8?key=txiptv
辽宁公共,http://119.113.170.139:4000/rtp/232.0.0.156:9322
辽宁公共,http://182.207.218.54:999/tsfile/live/1007_1.m3u8?key=txiptv
辽宁公共,http://fuxin.yunjifei.top:999/tsfile/live/1007_1.m3u8?key=txiptv
辽宁经济,http://119.113.170.139:4000/rtp/232.0.0.155:9320
辽宁经济,http://124.93.62.165:4000/rtp/232.0.0.155:9320
辽宁经济,http://182.207.218.54:999/tsfile/live/1008_1.m3u8?key=txiptv
辽宁经济,http://fuxin.yunjifei.top:999/tsfile/live/1008_1.m3u8?key=txiptv
吉林都市,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/1.m3u8
吉林影视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/1.m3u8
吉林生活,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/1.m3u8
吉林乡村,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/1.m3u8
吉林综艺文化,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/b3925adaf01e41f287f482f0aea3d233/1.m3u8
北京文艺,http://www.taoli.website:23234/rtp/239.3.1.242:8000
北京文艺,http://www.xiongnas.top:8888/rtp/239.3.1.242:8000
北京文艺,http://zb.hexuntong.net:8188/rtp/239.3.1.242:8000
北京影视,http://www.taoli.website:23234/rtp/239.3.1.158:8000
北京影视,http://www.xiongnas.top:8888/rtp/239.3.1.158:8000
北京影视,http://zb.hexuntong.net:8188/rtp/239.3.1.158:8000
北京生活,http://www.taoli.website:23234/rtp/239.3.1.231:8000
北京生活,http://www.xiongnas.top:8888/rtp/239.3.1.231:8000
北京生活,http://zb.hexuntong.net:8188/rtp/239.3.1.231:8000
北京新闻,http://www.taoli.website:23234/rtp/239.3.1.159:8000
北京新闻,http://www.xiongnas.top:8888/rtp/239.3.1.159:8000
北京新闻,http://zb.hexuntong.net:8188/rtp/239.3.1.159:8000
北京国际,http://www.taoli.website:23234/rtp/239.3.1.235:8000
北京国际,http://www.xiongnas.top:8888/rtp/239.3.1.235:8000
天津新闻,http://38.75.136.137:98/gslb/dsdqpub/tjtv1.m3u8?auth=testpub
天津新闻,http://111.162.165.185:8086/rtp/225.1.1.130:5002
天津新闻,http://111.162.46.178:8888/rtp/225.1.1.130:5002
天津新闻,http://upload.home.hanxucloud.cn:4022/rtp/225.1.1.130:5002
天津文艺,http://111.162.165.185:8086/rtp/225.1.1.131:5002
天津文艺,http://111.162.46.178:8888/rtp/225.1.1.131:5002
天津文艺,http://upload.home.hanxucloud.cn:4022/rtp/225.1.1.131:5002
天津文艺,http://38.75.136.137:98/gslb/dsdqpub/tjtv2.m3u8?auth=testpub
天津影视,http://111.162.165.185:8086/rtp/225.1.1.149:5002
天津影视,http://111.162.46.178:8888/rtp/225.1.1.149:5002
天津影视,http://upload.home.hanxucloud.cn:4022/rtp/225.1.1.149:5002
天津影视,http://38.75.136.137:98/gslb/dsdqpub/tjtv3.m3u8?auth=testpub
天津都市,http://111.162.165.185:8086/rtp/225.1.1.128:5002
天津都市,http://111.162.46.178:8888/rtp/225.1.1.128:5002
天津都市,http://upload.home.hanxucloud.cn:4022/rtp/225.1.1.128:5002
天津都市,http://38.75.136.137:98/gslb/dsdqpub/tjtv4.m3u8?auth=testpub
天津教育,http://111.162.165.185:8086/rtp/225.1.1.129:5002
天津教育,http://111.162.46.178:8888/rtp/225.1.1.129:5002
天津教育,http://upload.home.hanxucloud.cn:4022/rtp/225.1.1.129:5002
湖南电影,http://andy-nas.top:8623/rtp/239.76.252.119:9000
湖南电影,http://andy-nas.top:8623/rtp/239.76.253.106:9000
湖南电影,http://www.andy-nas.top:8623/rtp/239.76.252.119:9000
湖南电影,http://www.andy-nas.top:8623/rtp/239.76.253.106:9000
湖南电影,http://www.zlizi.cn:4023/rtp/239.76.252.119:9000
湖南电影,http://www.zlizi.cn:4023/rtp/239.76.253.106:9000
东方影视,http://38.75.136.137:98/gslb/dsdqpub/shdsjhd.m3u8?auth=testpub
东方影视,http://woshiysy1.synology.me:4999/rtp/233.18.204.4:5140
东方影视,http://woshiysy1.synology.me:4999/rtp/233.18.204.55:5140
东方影视,http://wsc2007123.myds.me:30100/rtp/233.18.204.4:5140
东方影视,http://wsc2007123.myds.me:30100/rtp/233.18.204.55:5140
东方影视,http://www.yyf1991.top:9999/rtp/233.18.204.4:5140
东方影视,http://www.yyf1991.top:9999/rtp/233.18.204.55:5140
都市剧场,http://woshiysy1.synology.me:4999/rtp/233.18.204.48:5140
都市剧场,http://wsc2007123.myds.me:30100/rtp/233.18.204.48:5140
都市剧场,http://www.yyf1991.top:9999/rtp/233.18.204.48:5140
湖南电视剧,http://andy-nas.top:8623/rtp/239.76.252.118:9000
湖南电视剧,http://andy-nas.top:8623/rtp/239.76.253.108:9000
湖南电视剧,http://www.andy-nas.top:8623/rtp/239.76.252.118:9000
湖南电视剧,http://www.andy-nas.top:8623/rtp/239.76.253.108:9000
湖南电视剧,http://www.zlizi.cn:4023/rtp/239.76.252.118:9000
湖南电视剧,http://www.zlizi.cn:4023/rtp/239.76.253.108:9000
江苏综艺,http://117.63.157.175:8888/rtp/239.49.8.108:8000
江苏综艺,http://dx.joygala.cn:8118/rtp/239.49.8.108:8000
江苏综艺,http://hl.nijingjing.site:8888/rtp/239.49.8.108:8000
江苏影视,http://117.63.157.175:8888/rtp/239.49.8.118:8000
